3.525283,3.546406,0,5.000461,-0.001752,-0.027878,0
3.525107,3.543618,0,4.998361,-0.001752,-0.027878,0
3.524932,3.54083,0,4.996261,-0.001752,-0.027878,0
3.524757,3.538042,0,4.994162,-0.001752,-0.027878,0
3.524582,3.535254,0,4.992064,-0.001752,-0.027878,0
3.524406,3.532467,0,4.989966,-0.001752,-0.027878,0
3.524231,3.529679,0,4.987869,-0.001752,-0.027878,0
3.524056,3.526891,0,4.985773,-0.001752,-0.027878,0
3.523881,3.524103,0,4.983677,-0.001752,-0.027878,0
3.523705,3.521315,0,4.981582,-0.001752,-0.027878,0
3.52353,3.518528,0,4.979488,-0.001752,-0.027878,0
3.523355,3.51574,0,4.977395,-0.001752,-0.027878,0
3.52318,3.512952,0,4.975302,-0.001752,-0.027878,0
3.523004,3.510164,0,4.97321,-0.001752,-0.027878,0
3.522829,3.507376,0,4.971118,-0.001752,-0.027878,0
3.522654,3.504589,0,4.969027,-0.001752,-0.027878,0
3.522479,3.501801,0,4.966937,-0.001752,-0.027878,0
3.522303,3.499013,0,4.964848,-0.001752,-0.027878,0
3.522128,3.496225,0,4.962759,-0.001752,-0.027878,0
3.521953,3.493437,0,4.960671,-0.001752,-0.027878,0
3.521778,3.490649,0,4.958584,-0.001752,-0.027878,0
3.521602,3.487862,0,4.956497,-0.001752,-0.027878,0
3.521427,3.485074,0,4.954411,-0.001752,-0.027878,0
3.521252,3.482286,0,4.952326,-0.001752,-0.027878,0
3.521077,3.479498,0,4.950241,-0.001752,-0.027878,0
3.520902,3.47671,0,4.948158,-0.001752,-0.027878,0
3.520726,3.473923,0,4.946074,-0.001752,-0.027878,0
3.520551,3.471135,0,4.943992,-0.001752,-0.027878,0
3.520376,3.468347,0,4.94191,-0.001752,-0.027878,0
3.520201,3.465559,0,4.939829,-0.001752,-0.027878,0
3.520025,3.462771,0,4.937749,-0.001752,-0.027878,0
3.51985,3.459984,0,4.935669,-0.001752,-0.027878,0
3.519675,3.457196,0,4.93359,-0.001752,-0.027878,0
3.5195,3.454408,0,4.931512,-0.001752,-0.027878,0
3.519324,3.45162,0,4.929435,-0.001752,-0.027878,0
3.519149,3.448832,0,4.927358,-0.001752,-0.027878,0
3.518974,3.446045,0,4.925282,-0.001752,-0.027878,0
3.518799,3.443257,0,4.923206,-0.001752,-0.027878,0
3.518623,3.440469,0,4.921132,-0.001752,-0.027878,0
3.518448,3.437681,0,4.919058,-0.001752,-0.027878,0
3.518273,3.434893,0,4.916984,-0.001752,-0.027878,0
3.518098,3.432106,0,4.914912,-0.001752,-0.027878,0
3.517922,3.429318,0,4.91284,-0.001752,-0.027878,0
3.517747,3.42653,0,4.910769,-0.001752,-0.027878,0
3.517572,3.423742,0,4.908699,-0.001752,-0.027878,0
3.517397,3.420954,0,4.906629,-0.001752,-0.027878,0
3.517221,3.418167,0,4.90456,-0.001752,-0.027878,0
3.517046,3.415379,0,4.902492,-0.001752,-0.027878,0
3.516871,3.412591,0,4.900424,-0.001752,-0.027878,0
3.516696,3.409803,0,4.898357,-0.001752,-0.027878,0
3.51652,3.407015,0,4.896291,-0.001753,-0.027878,0
3.516345,3.404228,0,4.894226,-0.001753,-0.027878,0
3.51617,3.40144,0,4.892161,-0.001753,-0.027878,0
3.515995,3.398652,0,4.890098,-0.001753,-0.027878,0
3.515819,3.395864,0,4.888034,-0.001753,-0.027878,0
3.515644,3.393076,0,4.885972,-0.001753,-0.027878,0
3.515469,3.390289,0,4.88391,-0.001753,-0.027878,0
3.515294,3.387501,0,4.881849,-0.001753,-0.027878,0
3.515118,3.384713,0,4.879789,-0.001753,-0.027878,0
3.514943,3.381925,0,4.877729,-0.001753,-0.027878,0
3.514768,3.379138,0,4.875671,-0.001753,-0.027878,0
3.514593,3.37635,0,4.873612,-0.001753,-0.027878,0
3.514417,3.373562,0,4.871555,-0.001753,-0.027878,0
3.514242,3.370774,0,4.869498,-0.001753,-0.027878,0
3.514067,3.367986,0,4.867443,-0.001753,-0.027878,0
3.513892,3.365199,0,4.865387,-0.001753,-0.027878,0
3.513716,3.362411,0,4.863333,-0.001753,-0.027878,0
3.513541,3.359623,0,4.861279,-0.001753,-0.027878,0
3.513366,3.356835,0,4.859226,-0.001753,-0.027878,0
3.513191,3.354047,0,4.857174,-0.001753,-0.027878,0
3.513015,3.35126,0,4.855123,-0.001753,-0.027878,0
3.51284,3.348472,0,4.853072,-0.001753,-0.027878,0
3.512665,3.345684,0,4.851022,-0.001753,-0.027878,0
3.51249,3.342896,0,4.848973,-0.001753,-0.027878,0
3.512314,3.340108,0,4.846924,-0.001753,-0.027878,0
3.512139,3.337321,0,4.844877,-0.001753,-0.027878,0
3.511964,3.334533,0,4.84283,-0.001753,-0.027878,0
3.511789,3.331745,0,4.840783,-0.001753,-0.027878,0
3.511613,3.328957,0,4.838738,-0.001753,-0.027878,0
3.511438,3.32617,0,4.836693,-0.001753,-0.027878,0
3.511263,3.323382,0,4.834649,-0.001753,-0.027878,0
3.511087,3.320594,0,4.832606,-0.001753,-0.027878,0
3.510912,3.317806,0,4.830563,-0.001753,-0.027878,0
3.510737,3.315018,0,4.828522,-0.001753,-0.027878,0
3.510562,3.312231,0,4.826481,-0.001753,-0.027878,0
3.510386,3.309443,0,4.82444,-0.001753,-0.027878,0
3.510211,3.306655,0,4.822401,-0.001753,-0.027878,0
3.510036,3.303867,0,4.820362,-0.001753,-0.027878,0
3.509861,3.301079,0,4.818324,-0.001753,-0.027878,0
3.509685,3.298292,0,4.816287,-0.001753,-0.027878,0
3.50951,3.295504,0,4.81425,-0.001753,-0.027878,0
3.509335,3.292716,0,4.812215,-0.001753,-0.027878,0
3.50916,3.289928,0,4.81018,-0.001753,-0.027878,0
3.508984,3.287141,0,4.808146,-0.001753,-0.027878,0
3.508809,3.284353,0,4.806112,-0.001753,-0.027878,0
3.508634,3.281565,0,4.80408,-0.001753,-0.027878,0
3.508459,3.278777,0,4.802048,-0.001753,-0.027878,0
3.508283,3.275989,0,4.800017,-0.001753,-0.027878,0
3.508108,3.273202,0,4.797986,-0.001753,-0.027878,0
3.507933,3.270414,0,4.795957,-0.001753,-0.027878,0
3.507758,3.267626,0,4.793928,-0.001753,-0.027878,0
3.507582,3.264838,0,4.7919,-0.001753,-0.027878,0
3.507407,3.262051,0,4.789872,-0.001753,-0.027878,0
3.507232,3.259263,0,4.787846,-0.001753,-0.027878,0
3.507057,3.256475,0,4.78582,-0.001753,-0.027878,0
3.506881,3.253687,0,4.783795,-0.001753,-0.027878,0
3.506706,3.2509,0,4.781771,-0.001753,-0.027878,0
3.506531,3.248112,0,4.779748,-0.001753,-0.027878,0
3.506356,3.245324,0,4.777725,-0.001753,-0.027878,0
3.50618,3.242536,0,4.775703,-0.001753,-0.027878,0
3.506005,3.239748,0,4.773682,-0.001753,-0.027878,0
3.50583,3.236961,0,4.771662,-0.001753,-0.027878,0
3.505654,3.234173,0,4.769642,-0.001753,-0.027878,0
3.505479,3.231385,0,4.767624,-0.001753,-0.027878,0
3.505304,3.228597,0,4.765606,-0.001753,-0.027878,0
3.505129,3.22581,0,4.763588,-0.001753,-0.027878,0
3.504953,3.223022,0,4.761572,-0.001753,-0.027878,0
3.504778,3.220234,0,4.759556,-0.001753,-0.027878,0
3.504603,3.217446,0,4.757542,-0.001753,-0.027878,0
3.504428,3.214658,0,4.755528,-0.001753,-0.027878,0
3.504252,3.211871,0,4.753514,-0.001753,-0.027878,0
3.504077,3.209083,0,4.751502,-0.001753,-0.027878,0
3.503902,3.206295,0,4.74949,-0.001753,-0.027878,0
3.503727,3.203507,0,4.747479,-0.001753,-0.027878,0
3.503551,3.20072,0,4.745469,-0.001753,-0.027878,0
3.503376,3.197932,0,4.74346,-0.001753,-0.027878,0
3.503201,3.195144,0,4.741451,-0.001753,-0.027878,0
3.503026,3.192356,0,4.739444,-0.001753,-0.027878,0
3.50285,3.189569,0,4.737437,-0.001753,-0.027878,0
3.502675,3.186781,0,4.735431,-0.001753,-0.027878,0
3.5025,3.183993,0,4.733425,-0.001753,-0.027878,0
3.502324,3.181205,0,4.731421,-0.001753,-0.027878,0
3.502149,3.178418,0,4.729417,-0.001753,-0.027878,0
3.501974,3.17563,0,4.727414,-0.001753,-0.027878,0
3.501799,3.172842,0,4.725412,-0.001753,-0.027878,0
3.501623,3.170054,0,4.723411,-0.001753,-0.027878,0
3.501448,3.167266,0,4.72141,-0.001753,-0.027878,0
3.501273,3.164479,0,4.719411,-0.001753,-0.027878,0
3.501098,3.161691,0,4.717412,-0.001753,-0.027878,0
3.500922,3.158903,0,4.715414,-0.001753,-0.027878,0
3.500747,3.156115,0,4.713416,-0.001753,-0.027878,0
3.500572,3.153328,0,4.71142,-0.001753,-0.027878,0
3.500397,3.15054,0,4.709424,-0.001753,-0.027878,0
3.500221,3.147752,0,4.707429,-0.001753,-0.027878,0
3.500046,3.144964,0,4.705435,-0.001753,-0.027878,0
3.499871,3.142177,0,4.703442,-0.001753,-0.027878,0
3.499695,3.139389,0,4.70145,-0.001753,-0.027878,0
3.49952,3.136601,0,4.699458,-0.001753,-0.027878,0
3.499345,3.133813,0,4.697468,-0.001753,-0.027878,0
